ds,y
2015-12-09,1190
2015-12-09,1480
2015-12-09,1045
2015-12-09,573
2015-12-09,1762
2015-12-09,865
2015-12-09,1328
2015-12-09,2195
2018-07-09,1411
2016-08-09,802
2016-08-09,1400
2016-08-09,1123
2018-12-09,1998
2018-12-09,2374
2018-12-09,1004
2018-12-09,1549
2018-12-09,1258
2018-12-09,1297
2018-12-09,2194
2018-12-09,1804
2018-12-09,1738
2018-12-09,1108
2018-12-09,1507
2018-12-09,781
2018-12-09,1507
2018-12-09,561
2018-12-09,1794
2016-06-09,2137
2016-06-09,2264
2016-06-09,1889
2016-06-09,2359
2016-06-09,2234
2016-06-09,1023
2016-06-09,2168
2016-04-09,1315
2016-04-09,2367
2015-09-09,1818
2015-09-09,2133
2015-09-09,1529
2015-09-09,2057
2017-11-09,1082
2018-12-09,1358
2018-12-09,1534
2018-12-09,1265
2016-07-09,840
2016-07-09,1947
2016-07-09,1794
2016-07-09,2144
2016-07-09,1775
2016-07-09,1565
2016-07-09,632
2016-07-09,830
2016-07-09,1508
2016-07-09,909
2016-07-09,1322
2016-07-09,1782
2018-12-09,1250
2018-12-09,1280
2015-09-09,1947
2018-06-09,883
2018-06-09,2102
2018-06-09,1676
2018-06-09,2427
2018-06-09,1054
2015-05-09,1343
2015-05-09,506
2015-05-09,1904
2015-05-09,2357
2018-12-09,565
2018-12-09,2082
2018-12-09,1213
2018-12-09,1489
2018-12-09,1227
2015-09-09,1572
2016-08-09,1936
2015-09-09,1311
2015-09-09,2153
2016-02-09,2387
2015-05-09,1291
2015-05-09,968
2016-02-09,547
2015-01-09,2409
2015-01-09,1432
2017-12-09,1849
2017-12-09,2065
2017-12-09,1108
2017-12-09,651
2017-12-09,924
2017-12-09,1422
2017-12-09,1176
2017-12-09,1750
2017-12-09,1922
2017-12-09,1195
2017-12-09,948
2017-12-09,1800
2017-12-09,707
2017-12-09,1842
2017-12-09,1443
2017-12-09,2444
2017-12-09,1353
2016-01-09,584
2016-01-09,860
2016-01-09,2493
2016-01-09,1825
2017-02-09,1500
2017-02-09,671
2016-02-09,530
2016-07-09,2301
2016-02-09,2353
2017-03-09,1274
2015-09-09,2097
2015-09-09,1752
2015-09-09,2145
2015-09-09,1379
2018-12-09,2220
2018-12-09,1856
2018-12-09,2053
2018-12-09,1123
2018-11-09,1322
2018-11-09,664
2018-11-09,2252
2018-11-09,1856
2018-11-09,1656
2018-11-09,1846
2018-11-09,1233
2018-11-09,2207
2018-11-09,2449
2018-11-09,1838
2018-11-09,1712
2018-11-09,1627
2016-05-09,682
2016-04-09,2463
2016-02-09,1343
2017-01-09,1174
2017-01-09,1757
2017-01-09,1853
2017-03-09,1176
2017-03-09,2110
2017-03-09,2213
2017-03-09,2383
2016-07-09,2469
2015-09-09,841
2018-10-09,996
2016-08-09,2273
2018-12-09,1986
2018-12-09,1612
2018-10-09,1992
2018-10-09,1805
2018-10-09,1676
2018-10-09,842
2018-10-09,980
2018-10-09,1277
2018-10-09,1717
2018-10-09,1963
2018-10-09,560
2018-10-09,1548
2018-12-09,1248
2018-12-09,570
2018-01-09,1204
2016-08-09,1405
2016-08-09,1596
2017-04-09,687
2017-04-09,2166
2016-08-09,818
2016-08-09,2414
2017-04-09,1682
2017-04-09,2193
2016-08-09,1304
2016-08-09,2165
2015-03-10,1541
2015-03-10,2275
2017-11-10,636
2018-12-10,2113
2017-03-10,758
2018-12-10,550
2018-09-10,1868
2015-03-10,2076
2018-12-10,1536
2018-12-10,1384
2018-12-10,826
2018-09-10,1999
2018-09-10,864
2018-09-10,1659
2018-09-10,2134
2018-09-10,2475
2018-09-10,881
2018-09-10,732
2016-12-10,625
2016-12-10,1075
2016-12-10,2103
2018-12-10,2481
2017-03-10,2186
2018-09-10,2266
2018-12-10,2371
2018-12-10,1478
2018-12-10,1252
2018-07-10,2246
2018-07-10,1585
2018-07-10,1604
2017-10-10,1466
2015-01-10,1330
2015-01-10,1066
2017-10-10,2114
2017-10-10,2117
2017-12-10,2133
2017-12-10,1769
2017-12-10,884
2017-12-10,1217
2017-12-10,1359
2015-11-10,1211
2015-11-10,1524
2015-11-10,1363
2015-11-10,653
2015-11-10,2337
2017-12-10,1470
2015-09-10,699
2017-11-10,2439
2017-11-10,2048
2018-12-10,2355
2018-12-10,2486
2015-06-10,829
2018-12-10,1015
2018-12-10,563
2018-12-10,2464
2018-12-10,1531
2018-12-10,1541
2018-12-10,745
2018-12-10,2089
2018-12-10,1435
2016-12-10,1467
2018-09-10,1932
2018-09-10,2174
2017-10-10,1266
2017-11-10,729
2017-11-10,1557
2017-11-10,2097
2017-11-10,2052
2018-12-10,839
2017-03-10,2271
2018-12-10,788
2017-03-10,2221
2018-11-10,1613
2018-11-10,1285
2018-11-10,2339
2018-11-10,1573
2018-11-10,729
2018-11-10,663
2018-11-10,558
2018-11-10,1406
2018-11-10,1334
2018-11-10,1779
2018-11-10,787
2016-11-10,2124
2016-11-10,939
2016-11-10,562
2016-11-10,1587
2016-12-10,2422
2016-12-10,1956
2016-12-10,1003
2016-12-10,2174
2016-05-10,966
2016-05-10,2316
2016-05-10,1512
2015-09-10,1263
2015-09-10,1016
2016-12-10,1912
2016-12-10,1853
2016-11-10,2033
2016-10-10,1531
2016-10-10,2361
2016-10-10,2229
2016-10-10,2328
2016-12-10,639
2016-12-10,890
2016-12-10,2451
2016-12-10,2426
2016-10-10,1684
2017-03-10,1865
2016-11-10,736
2016-11-10,1167
2018-03-10,942
2018-03-10,606
2018-03-10,2225
2018-03-10,597
2018-11-10,1477
2018-11-10,2196
2018-11-10,1485
2018-11-10,1825
2017-06-10,1791
2017-06-10,809
2017-06-10,1505
2017-06-10,1826
2015-11-10,1024
2017-03-10,885
2017-03-10,878
2018-03-10,2252
2018-03-10,1249
2018-03-10,2133
2018-03-10,1517
2015-09-10,1414
2015-09-10,1107
2018-04-10,1778
2018-04-10,2498
2018-04-10,1775
2018-04-10,1471
2018-04-10,2481
2016-11-10,2266
2018-04-10,1239
2016-02-10,1895
2015-10-10,2021
2017-01-10,1299
2017-01-10,1226
2017-01-10,835
2016-04-10,1089
2018-03-10,775
2018-04-10,1141
2015-11-10,1658
2015-11-10,775
2015-11-10,1896
2017-12-10,2126
2017-12-10,1724
2017-12-10,1300
2018-09-10,604
2016-09-10,915
2016-09-10,2097
2016-09-10,1001
2016-09-10,1641
2016-09-10,988
2016-09-10,1910
2016-09-10,2403
2016-09-10,599
2016-09-10,1157
2018-06-10,1617
2018-06-10,1335
2015-10-10,2006
2015-05-10,2038
2015-05-10,950
2015-05-10,1259
2017-04-10,1548
2017-04-10,1851
2017-04-10,1581
2017-04-10,788
2018-10-10,1732
2015-11-10,2062
2015-10-10,801
2018-06-10,862
2015-10-10,684
2015-10-10,2440
2015-10-10,960
2015-05-10,2442
2015-05-10,1272
2015-05-10,851
2015-05-10,1525
2015-05-10,1561
2015-10-10,2151
2017-04-10,2462
2018-06-10,1968
2017-12-10,1191
2016-08-10,821
2018-09-10,894
2018-09-10,2451
2018-09-10,1845
2018-09-10,1579
2018-09-10,2280
2016-08-10,1652
2016-08-10,1514
2016-08-10,1042
2016-08-10,550
2018-02-10,2167
2018-02-10,685
2016-07-10,1561
2016-07-10,1747
2016-01-10,1072
2016-08-10,1050
2016-08-10,884
2016-12-10,1435
2018-09-10,1958
2017-12-10,1602
2017-12-10,1257
2017-12-10,647
2017-12-10,1545
2018-06-10,2278
2017-10-10,2078
2017-10-10,1981
2018-06-10,1943
2017-10-10,1539
2016-12-10,633
2018-04-10,2060
2018-04-10,1016
2016-12-10,1175
2016-12-10,1300
2016-12-10,2360
2015-11-10,2114
2016-12-10,1599
2017-11-10,2422
2015-10-10,1434
2017-09-10,1536
2018-06-10,2333
2018-06-10,894
2017-04-10,1708
2015-10-10,566
2015-10-10,1638
2017-07-10,2482
2017-07-10,912
2017-07-10,1600
2018-06-10,1790
2017-07-10,600
2017-11-10,2325
2017-11-10,520
2017-05-10,1320
2017-05-10,1491
2017-11-10,2280
2017-11-10,1935
2017-11-10,722
2017-11-10,2171
2017-11-10,693
2018-06-10,1892
2018-06-10,799
2018-06-10,1240
2015-11-10,616
2016-04-10,667
2018-08-10,1445
2016-03-10,1868
2017-05-10,910
2015-12-10,1795
2015-12-10,1921
2015-12-10,2384
2015-12-10,1504
2015-12-10,560
2018-08-10,535
2018-08-10,1284
2018-08-10,523
2016-03-10,1712
2018-04-10,1944
2017-07-10,739
2017-04-10,1352
2017-04-10,1966
2018-06-10,1266
2017-11-10,924
2017-09-10,1944
2017-11-10,1884
2017-11-10,1731
2017-11-10,588
2017-11-10,828
2017-11-10,1339
2017-11-10,2361
2017-11-10,2121
2017-09-10,976
2017-11-10,701
2017-09-10,2398
2017-09-10,781
2017-09-10,1519
2017-09-10,885
2017-09-10,1928
2017-09-10,1541
2017-09-10,777
2017-09-10,1641
2017-11-10,1778
2017-11-10,856
2017-11-10,1145
2017-11-10,1847
2017-11-10,1714
2017-11-10,783
2017-11-10,818
2017-11-10,1987
2017-11-10,1956
2016-04-10,700
2017-11-10,1960
2017-11-10,979
2017-01-11,1057
2018-09-11,2363
2017-02-11,1832
2016-12-11,1838
2016-12-11,835
2016-12-11,1745
2016-12-11,1653
2017-03-11,1420
2017-01-11,2101
2016-12-11,1742
2016-12-11,1867
2017-03-11,1663
2017-03-11,979
2017-03-11,1353
2017-03-11,917
2017-01-11,2211
2017-01-11,706
2016-12-11,966
2017-03-11,635
2018-06-11,1077
2016-12-11,1682
2018-06-11,2147
2018-12-11,2232
2018-12-11,725
2018-12-11,2082
2018-12-11,1868
2018-12-11,2253
2018-12-11,2201
2018-12-11,876
2018-12-11,2089
2015-10-11,606
2015-10-11,747
2015-10-11,613
2015-10-11,961
2016-12-11,781
2016-12-11,1517
2016-12-11,2274
2017-05-11,713
2015-07-11,2245
2015-07-11,754
2015-07-11,1046
2015-07-11,1580
2015-07-11,1271
2015-07-11,1653
2018-06-11,607
2015-07-11,1329
2018-05-11,1702
2018-05-11,2351
2018-06-11,2115
2018-06-11,1430
2018-06-11,967
2018-12-11,2435
2018-12-11,1585
2018-12-11,2227
2018-06-11,1195
2018-06-11,2245
2018-06-11,860
2018-06-11,1775
2018-06-11,2379
2018-06-11,1562
2018-06-11,2030
2015-08-11,2482
2015-08-11,2301
2015-08-11,1453
2015-08-11,1143
2018-05-11,861
2018-05-11,2065
2018-05-11,1600
2018-05-11,1083
2018-05-11,889
2018-05-11,1159
2018-05-11,2361
2015-07-11,1818
2015-07-11,1848
2015-07-11,2153
2018-11-11,1961
2017-06-11,1698
2017-06-11,2270
2018-11-11,1625
2018-11-11,2069
2018-11-11,1757
2017-06-11,590
2017-06-11,1506
2017-06-11,544
2017-06-11,637
2017-06-11,839
2017-06-11,1593
2018-04-11,2294
2018-04-11,1785
2018-04-11,2450
2018-04-11,1559
2018-04-11,774
2018-04-11,1169
2018-04-11,1149
2016-11-11,782
2016-11-11,633
2016-12-11,2141
2016-12-11,1251
2018-11-11,801
2018-11-11,1689
2018-11-11,1233
2018-11-11,745
2016-12-11,1470
2016-12-11,2281
2016-12-11,578
2016-12-11,2000
2018-06-11,505
2015-03-11,1975
2015-03-11,1189
2015-03-11,2381
2015-03-11,1400
2015-03-11,2401
2015-03-11,1008
2016-12-11,1020
2015-03-11,752
2018-12-11,1778
2018-12-11,1405
2018-12-11,500
2018-12-11,1799
2018-11-11,530
2018-11-11,2454
2018-11-11,2284
2018-11-11,979
2018-11-11,1800
2018-11-11,1436
2018-11-11,1115
2015-03-11,2251
2018-09-11,1486
2016-04-11,2398
2018-09-11,2002
2015-11-11,683
2015-11-11,616
2015-11-11,2068
2015-11-11,1493
2015-11-11,718
2018-07-11,774
2018-07-11,2331
2018-07-11,1015
2018-07-11,1597
2018-07-11,1934
2018-07-11,1251
2017-12-11,2404
2017-12-11,770
2015-11-11,1319
2017-12-11,1846
2017-12-11,2111
2017-12-11,1097
2018-08-11,761
2018-08-11,1309
2018-08-11,1278
2018-12-11,1561
2018-12-11,1150
2017-09-11,2070
2017-09-11,1000
2017-09-11,1474
2017-09-11,1138
2017-09-11,1561
2017-09-11,2283
2017-12-11,1282
2015-11-11,1201
2015-11-11,1056
2017-12-11,540
2016-07-11,2387
2016-07-11,746
2016-07-11,1268
2016-07-11,1333
2016-07-11,1482
2016-07-11,967
2016-07-11,1088
2016-07-11,919
2016-07-11,2354
2016-07-11,1302
2016-07-11,2241
2018-03-11,603
2018-03-11,1023
2018-03-11,2073
2018-03-11,1095
2018-03-11,1793
2018-03-11,2087
2015-11-11,1581
2015-11-11,2384
2015-11-11,2213
2015-11-11,2045
2015-11-11,1046
2015-11-11,1331
2015-11-11,1425
2015-11-11,2342
2015-11-11,2078
2015-11-11,739
2017-12-11,1279
2017-12-11,2495
2017-09-11,1126
2017-09-11,931
2017-09-11,2227
2017-09-11,1639
2017-12-11,1541
2017-12-11,784
2017-12-11,1047
2017-12-11,1757
2017-12-11,1495
2017-12-11,1358
2015-02-11,1695
2015-02-11,2010
2015-02-11,1774
2015-02-11,2333
2015-02-11,1151
2015-02-11,1337
2015-02-11,2261
2015-02-11,1209
2015-02-11,1772
2017-12-11,1120
2017-12-11,1746
2017-12-11,1088
2017-12-11,1638
2017-12-11,1310
2017-12-11,760
2017-12-11,627
2017-12-11,966
2018-02-11,1678
2018-02-11,2035
2018-02-11,930
2018-02-11,2440
2018-02-11,2058
2018-09-11,1489
2017-12-11,1200
2015-09-11,1245
2017-12-11,2301
2018-12-11,2132
2017-09-11,1101
2017-09-11,885
2017-09-11,1484
2017-09-11,531
2017-09-11,1760
2017-09-11,1266
2017-09-11,1929
2016-09-11,791
2016-09-11,1005
2016-09-11,2139
2016-09-11,1540
2016-09-11,2431
2016-09-11,1253
2016-09-11,2015
2016-09-11,1784
2016-09-11,1265
2016-09-11,2154
2016-09-11,1588
2016-09-11,2384
2016-09-11,1692
2018-08-11,546
2018-08-11,1721
2018-08-11,2156
2016-08-11,560
2016-08-11,732
2016-08-11,540
2017-10-11,1189
2017-10-11,1559
2018-12-11,509
2017-12-11,559
2016-05-11,1839
2018-07-11,1384
2015-10-11,2052
2018-09-11,1856
2018-09-11,2262
2017-11-11,668
2017-11-11,2491
2017-11-11,717
2017-11-11,601
2015-10-11,2098
2018-09-11,1815
2015-10-11,1464
2016-04-11,1783
2017-11-11,1748
2017-11-11,1792
2017-11-11,921
2016-04-11,1212
2017-11-11,880
2015-11-11,722
2015-11-11,2099
2015-11-11,1660
2015-11-11,1676
2015-11-11,1678
2018-09-11,829
2018-09-11,1279
2018-09-11,889
2018-09-11,747
2018-09-11,1355
2018-09-11,775
2016-10-11,1055
2018-09-11,1952
2018-09-11,560
2018-09-11,1417
2018-09-11,1608
2015-11-11,1612
2015-11-11,1722
2015-11-11,911
2016-04-11,558
2016-04-11,1808
2016-04-11,993
2017-11-11,2105
2017-11-11,1900
2017-11-11,2291
2017-11-11,2421
2017-11-11,801
2017-11-11,1278
2017-11-11,1261
2017-11-11,2086
2017-11-11,1299
2017-11-11,1935
2016-10-11,896
2018-09-11,2336
2016-10-11,2355
2016-04-11,2232
2018-09-11,1027
2018-09-11,2004
2018-09-11,2261
2016-06-11,1284
2015-04-11,1559
2016-06-11,1056
2018-09-11,770
2016-06-11,1544
2015-10-11,1285
2015-04-11,1651
2015-04-11,1455
2018-03-11,1560
2015-05-11,627
2015-05-11,1519
2015-05-11,2017
2015-05-11,898
2015-05-11,653
2015-05-11,2289
2015-01-11,2019
2017-12-11,1082
2017-12-11,745
2015-05-11,973
2015-05-11,2143
2015-10-11,1736
2016-06-11,1342
2016-06-11,1377
2016-06-11,1571
2016-06-11,1594
2017-08-11,631
2017-08-11,667
2015-04-11,1867
2015-04-11,682
2015-04-11,2221
2015-04-11,1784
2015-04-11,1374
2015-04-11,1359
2016-06-11,1517
2017-11-11,2495
2018-12-11,2282
2017-08-11,1355
2016-06-11,1447
2016-06-11,2273
2018-12-11,1336
2016-06-11,765
2016-06-11,1113
2018-12-11,2294
2016-06-11,2309
2018-10-12,868
2018-10-12,661
2018-10-12,1141
2015-09-12,707
2015-09-12,1030
2017-12-12,2014
2017-12-12,790
2017-12-12,621
2018-10-12,1619
2017-12-12,1556
2017-12-12,1131
2017-12-12,1580
2017-12-12,2099
2017-12-12,1730
2017-12-12,2441
2018-10-12,1200
2018-10-12,1441
2016-05-12,661
2018-10-12,552
2017-11-12,876
2017-11-12,2159
2015-02-12,2142
2017-11-12,1955
2017-11-12,1512
2017-11-12,1828
2017-11-12,1490
2017-11-12,1097
2017-03-12,1636
2017-03-12,1359
2017-11-12,1762
2017-03-12,830
2017-03-12,931
2017-03-12,2375
2017-11-12,2004
2018-10-12,1863
2017-11-12,906
2017-11-12,660
2018-10-12,2092
2018-10-12,1418
2018-10-12,816
2018-10-12,1824
2018-10-12,2500
2018-10-12,1118
2018-05-12,1721
2018-10-12,2355
2017-12-12,1020
2017-12-12,980
2017-12-12,1317
2017-12-12,678
2017-11-12,573
2018-05-12,523
2018-10-12,2055
2018-05-12,887
2017-04-12,2233
2016-12-12,988
2018-01-12,1126
2018-01-12,2268
2018-01-12,1231
2018-01-12,1883
2015-09-12,501
2015-09-12,1453
2015-09-12,2083
2018-10-12,1919
2015-09-12,1354
2018-08-12,857
2018-08-12,1154
2018-08-12,883
2018-08-12,1010
2018-08-12,1976
2018-08-12,950
2018-08-12,1066
2018-08-12,2480
2018-08-12,960
2018-10-12,639
2016-07-12,768
2016-05-12,1065
2015-05-12,905
2015-09-12,506
2015-05-12,1270
2016-07-12,1840
2016-06-12,2018
2016-06-12,1113
2016-07-12,1413
2016-06-12,1235
2016-06-12,1289
2016-07-12,864
2017-03-12,2425
2016-07-12,1848
2016-07-12,1753
2016-07-12,1053
2016-07-12,2144
2016-06-12,2389
2018-08-12,2062
2018-08-12,2238
2018-08-12,1602
2016-12-12,609
2016-12-12,2181
2016-12-12,2303
2016-12-12,2476
2016-12-12,825
2018-11-12,1107
2017-11-12,791
2016-12-12,1450
2017-11-12,1437
2017-11-12,912
2016-12-12,1168
2016-12-12,2307
2016-12-12,533
2016-12-12,2031
2016-12-12,1531
2016-12-12,1036
2017-11-12,1440
2015-09-12,856
2015-09-12,633
2015-09-12,2043
2017-04-12,1507
2016-05-12,1898
2016-05-12,712
2016-05-12,1997
2016-05-12,517
2016-05-12,1448
2017-04-12,2299
2017-04-12,1254
2017-04-12,840
2017-04-12,681
2017-04-12,1941
2017-04-12,500
2017-04-12,604
2017-04-12,1008
2016-05-12,1778
2017-04-12,2140
2015-09-12,727
2016-12-12,1715
2015-11-12,832
2018-11-12,1643
2015-11-12,2104
2017-06-12,2404
2017-06-12,2034
2017-06-12,815
2017-06-12,1443
2017-06-12,2200
2017-06-12,2303
2017-06-12,1631
2017-06-12,1678
2017-06-12,2027
2017-06-12,1798
2017-06-12,1235
2017-06-12,669
2017-06-12,1243
2017-06-12,2354
2017-06-12,861
2017-06-12,2360
2017-06-12,2023
2017-06-12,649
2018-04-12,1967
2018-04-12,2125
2018-03-12,1852
2018-03-12,1961
2018-03-12,2031
2015-04-12,1200
2017-06-12,1476
2017-06-12,1333
2017-06-12,2417
2017-06-12,1508
2017-05-12,1091
2015-12-12,867
2015-12-12,1349
2015-12-12,2230
2015-12-12,771
2015-11-12,1416
2015-12-12,2230
2015-12-12,1889
2015-11-12,936
2015-07-12,1431
2015-07-12,2244
2015-07-12,1195
2015-07-12,895
2015-07-12,2113
2015-07-12,571
2015-07-12,971
2015-07-12,2050
2015-07-12,2303
2015-07-12,2156
2015-07-12,1179
2015-07-12,1127
2015-11-12,664
2015-11-12,2083
2018-07-12,1486
2015-11-12,1742
2015-04-12,1926
2015-04-12,1074
2015-04-12,1890
2015-04-12,1059
2016-01-12,873
2016-01-12,605
2016-01-12,859
2016-01-12,1495
2016-01-12,1811
2016-01-12,840
2017-08-12,839
2017-08-12,2215
2017-08-12,1206
2017-08-12,1660
2017-08-12,2216
2017-08-12,2034
2017-08-12,2022
2016-03-12,1080
2016-03-12,1871
2016-03-12,1604
2016-03-12,816
2017-07-12,639
2018-09-12,1804
2018-09-12,566
2018-09-12,2452
2018-09-12,2088
2018-09-12,1431
2018-09-12,1295
2018-09-12,1637
2016-10-12,2060
2017-05-12,2349
2016-10-12,1972
2016-10-12,2149
2015-04-12,1554
2015-10-12,990
2015-10-12,1170
2016-11-12,1752
2016-11-12,1843
2016-11-12,1842
2016-11-12,1693
2016-11-12,1919
2016-11-12,1784
2016-11-12,1368
2016-11-12,1599
2016-11-12,670
2016-11-12,1766
2016-11-12,1719
2015-10-12,1739
2016-04-12,760
2017-02-12,2222
2017-02-12,703
2016-10-12,2226
2016-10-12,1433
2016-10-12,588
2016-10-12,726
2016-10-12,2093
2016-10-12,1891
2016-10-12,1791
2016-10-12,1970
2017-05-12,814
2015-12-12,1811
2017-05-12,1487
2018-05-12,666
2018-05-12,922
2018-11-12,2112
2018-11-12,1931
2018-11-12,599
2018-11-12,2459
2018-11-12,1974
2018-11-12,866
2018-11-12,2184
2018-11-12,1019
2018-11-12,1185
2018-11-12,508
2018-11-12,1196
2018-11-12,1472
2018-11-12,898
2018-11-12,698
2017-05-12,1076
2018-11-12,2151
2018-11-12,1603
2018-11-12,650
2018-11-12,1429
2018-11-12,2254
2018-11-12,572
2018-05-12,2304
2018-11-12,1187
2018-05-12,1457
2018-05-12,626
2015-11-12,1031
2015-11-12,2232
2015-11-12,2392
2018-06-12,2144
2018-06-12,1165
2018-06-12,1749
2015-11-12,1595
2017-03-12,1501
2015-08-12,2291
2015-08-12,994
2015-08-12,1665
2015-08-12,1679
2015-08-12,1480
2015-08-12,2078
2015-08-12,2289
2015-08-12,944
2015-08-12,1461
2015-08-12,1665
2015-08-12,1008
2018-05-12,655
2018-05-12,1033
2018-05-12,1494
2018-05-12,2031
2018-05-12,1074
2018-11-12,1443
2018-11-12,2351
2018-11-12,2497
2017-09-12,678
2016-09-12,952
2016-09-12,1291
2016-09-12,2466
2016-09-12,1614
2018-11-12,2110
2016-09-12,2498
2016-09-12,2257
2018-06-12,598
2018-06-12,1689
2018-06-12,629
2018-06-12,1588
2018-06-12,2259
2018-06-12,1184
2018-06-12,1343
2018-06-12,919
2016-09-12,2126
2016-09-12,999
2017-09-12,2417
2017-09-12,918
2017-09-12,1401
2015-12-12,2500
2015-12-12,2494
2017-05-12,810
2017-05-12,1938
2017-09-12,1186
2017-09-12,1371
2016-09-12,1196
2017-09-12,1129
2018-11-12,2408
2018-11-12,1995
2017-09-12,2211
2017-09-12,2433
2017-09-12,907
2017-09-12,1772
2018-11-12,1357
2017-09-12,2087
2017-09-12,2046
2017-09-12,1697
2017-09-12,2205
2015-04-13,1561
2015-04-13,1716
2015-04-13,2095
2015-04-13,1132
2015-04-13,1697
2017-02-13,762
2017-03-13,1118
2017-03-13,747
2017-03-13,852
2017-03-13,548
2017-12-13,795
2017-12-13,1137
2017-12-13,1681
2017-11-13,564
2017-03-13,1016
2017-03-13,1418
2017-03-13,2230
2017-03-13,1400
2017-03-13,545
2017-03-13,1821
2017-03-13,647
2017-11-13,1113
2017-11-13,868
2017-03-13,1738
2017-11-13,1251
2017-11-13,625
2017-11-13,978
2017-11-13,1710
2017-03-13,1102
2017-12-13,1988
2017-11-13,1087
2017-11-13,1095
2017-11-13,1622
2018-10-13,2489
2017-11-13,511
2018-04-13,1391
2017-06-13,547
2017-06-13,1084
2017-06-13,1752
2015-06-13,674
2016-01-13,1435
2015-12-13,805
2015-07-13,947
2015-12-13,2149
2015-12-13,1881
2015-12-13,1719
2015-12-13,1295
2015-12-13,557
2017-09-13,2033
2017-09-13,1936
2017-09-13,693
2017-09-13,1477
2017-09-13,1615
2017-09-13,1576
2017-09-13,2081
2017-09-13,1464
2017-09-13,1405
2017-09-13,1350
2018-02-13,2102
2018-02-13,1743
2018-02-13,1757
2018-02-13,1184
2018-02-13,990
2018-02-13,1634
2018-04-13,1929
2018-02-13,1637
2018-04-13,1405
2018-03-13,1249
2017-08-13,2267
2017-08-13,685
2017-08-13,2268
2017-08-13,2397
2017-08-13,800
2017-08-13,1087
2017-08-13,1462
2017-08-13,1743
2017-08-13,1851
2017-08-13,2449
2018-03-13,1342
2018-03-13,1371
2018-03-13,2376
2018-03-13,505
2018-03-13,1816
2018-03-13,651
2018-03-13,1351
2018-03-13,938
2018-03-13,1382
2018-03-13,1272
2018-03-13,1935
2018-03-13,1536
2018-03-13,1801
2018-03-13,1639
2018-03-13,1589
2018-03-13,527
2018-03-13,1238
2018-03-13,752
2018-03-13,968
2018-04-13,1071
2018-10-13,821
2018-10-13,721
2018-10-13,1473
2017-10-13,2044
2017-10-13,1905
2018-05-13,2201
2018-05-13,1813
2018-05-13,2128
2017-04-13,843
2018-01-13,824
2018-01-13,2237
2018-01-13,1545
2018-01-13,2120
2015-05-13,1024
2015-05-13,2061
2015-05-13,899
2015-05-13,1705
2015-05-13,1617
2015-05-13,1568
2018-12-13,902
2018-12-13,661
2018-12-13,2092
2018-12-13,1444
2018-12-13,683
2018-12-13,1816
2017-03-13,1576
2017-03-13,648
2017-03-13,974
2017-03-13,1977
2017-03-13,2118
2017-03-13,515
2017-11-13,877
2017-10-13,2373
2017-10-13,1011
2017-10-13,1430
2017-10-13,1873
2018-10-13,1290
2018-10-13,1832
2018-10-13,2021
2018-10-13,997
2018-10-13,812
2018-10-13,2365
2018-10-13,1061
2018-10-13,862
2018-10-13,1468
2018-10-13,1323
2018-10-13,2197
2018-05-13,609
2018-05-13,2494
2018-05-13,2459
2017-11-13,1591
2018-05-13,1490
2018-05-13,2025
2017-10-13,1632
2017-10-13,2323
2017-10-13,2471
2017-10-13,1658
2017-10-13,1693
2017-10-13,2315
2017-10-13,2099
2017-10-13,2310
2017-10-13,1088
2017-10-13,2364
2017-10-13,1101
2017-10-13,2231
2017-10-13,867
2018-05-13,1230
2016-01-13,1016
2017-03-13,1800
2016-01-13,2421
2018-11-13,635
2018-11-13,735
2018-11-13,1585
2018-11-13,1237
2018-11-13,2142
2018-11-13,2130
2018-11-13,1256
2018-11-13,2158
2018-11-13,583
2018-06-13,819
2018-06-13,523
2018-06-13,1949
2018-06-13,2091
2018-06-13,1063
2016-06-13,2380
2016-06-13,2299
2016-06-13,2192
2016-09-13,680
2016-09-13,2398
2016-09-13,1008
2016-09-13,701
2016-09-13,2445
2016-09-13,2106
2018-11-13,1040
2016-09-13,1513
2016-09-13,1054
2016-09-13,567
2016-09-13,1665
2016-09-13,1893
2016-09-13,1787
2016-09-13,2198
2016-09-13,1392
2015-01-13,1767
2018-11-13,1799
2018-11-13,1044
2018-08-13,2486
2016-08-13,1995
2016-08-13,1568
2016-08-13,1033
2016-08-13,2048
2016-08-13,2213
2016-08-13,2176
2016-12-13,2212
2016-12-13,1095
2016-12-13,1551
2016-12-13,1083
2016-12-13,2073
2016-12-13,1703
2016-12-13,1268
2016-12-13,907
2016-12-13,1370
2016-06-13,1606
2018-11-13,868
2018-11-13,1340
2018-11-13,1914
2018-11-13,945
2018-11-13,1562
2018-11-13,1567
2018-11-13,1617
2018-11-13,2176
2018-11-13,758
2016-06-13,1121
2016-06-13,1006
2016-06-13,2047
2016-06-13,840
2016-06-13,1092
2018-11-13,1285
2015-01-13,610
2015-01-13,1520
2015-01-13,1497
2015-09-13,984
2015-09-13,1152
2016-11-13,1286
2016-11-13,1575
2016-11-13,1231
2016-11-13,1083
2016-11-13,2300
2016-11-13,1415
2016-11-13,2230
2016-11-13,714
2016-11-13,1691
2016-11-13,1960
2016-11-13,2492
2016-11-13,969
2016-11-13,1939
2016-11-13,2266
2016-11-13,1543
2016-10-13,2076
2016-10-13,652
2016-01-13,2491
2015-10-13,1562
2015-10-13,2386
2018-09-13,652
2015-09-13,1056
